label,text
Allergic Rhinitis,seasonal sneezing watery eyes and congestion
Allergic Rhinitis,itchy nose sneezing and clear nasal discharge
Allergic Rhinitis,sneezing fits with itchy watery eyes during spring
Allergic Rhinitis,constant sneezing runny nose and itchy throat from allergies
Allergic Rhinitis,nasal congestion sneezing and itchy eyes around pollen
Allergic Rhinitis,i keep sneezing with itchy nose and eyes especially outdoors
Allergic Rhinitis,allergic reaction with sneezing runny nose and red eyes
Allergic Rhinitis,hay fever symptoms with congestion and sneezing
Allergic Rhinitis,seasonal allergies causing runny nose sneezing and eye irritation
Bronchitis,cough with mucus chest discomfort wheezing and tiredness
Bronchitis,persistent cough chest congestion mild fever and mucus
Bronchitis,wet cough fatigue and breathing discomfort
Bronchitis,chronic cough producing yellow or green mucus and chest tightness
Bronchitis,cough that won't go away with phlegm and chest soreness
Bronchitis,productive cough with wheezing and shortness of breath
Bronchitis,i have been coughing up mucus for over a week with chest pain
Bronchitis,persistent cough with thick sputum and mild fever
Bronchitis,chest congestion wheezing and a deep wet cough
Bronchitis,cough with mucus production and feeling short of breath
Diabetes,increased thirst frequent urination fatigue and blurred vision
Diabetes,excessive hunger weight loss and frequent urination
Diabetes,constant thirst dry mouth and tiredness with increased urination
Diabetes,i feel thirsty all the time and urinate very frequently
Diabetes,unexplained weight loss increased hunger and blurry vision
Diabetes,fatigue frequent urination and slow healing of wounds
Diabetes,numbness in hands and feet with excessive thirst and urination
Diabetes,blurry vision tiredness and cuts that heal slowly
Diabetes,increased urination at night with extreme thirst and fatigue
Diabetes,dry skin frequent infections and constant tiredness
Hypertension,headache dizziness shortness of breath and chest discomfort
Hypertension,persistent headaches blurred vision and nosebleeds
Hypertension,feeling dizzy with throbbing headache and fatigue
Hypertension,high blood pressure with headache and ringing in ears
Hypertension,dizziness nausea and severe headache from high blood pressure
Hypertension,chest tightness shortness of breath and persistent headache
Hypertension,vision problems headache and feeling lightheaded
Hypertension,i have been having headaches and my blood pressure is high
Hypertension,fatigue dizziness and pounding in chest or head
Hypertension,nosebleeds headache and difficulty breathing
Asthma,wheezing shortness of breath chest tightness and cough
Asthma,difficulty breathing at night with wheezing and coughing
Asthma,chest tightness wheezing and shortness of breath during exercise
Asthma,coughing fits at night with wheezing and trouble breathing
Asthma,i can't breathe properly and have wheezing with cough
Asthma,shortness of breath triggered by cold air with wheezing
Asthma,chest feels tight and i hear wheezing when breathing out
Asthma,recurrent episodes of breathlessness and wheezing
Asthma,difficulty breathing after physical activity with chest tightness
Asthma,wheezing cough and feeling like i can't get enough air
Pneumonia,high fever cough with phlegm chest pain and difficulty breathing
Pneumonia,productive cough fever chills and sharp chest pain
Pneumonia,fever shaking chills cough and shortness of breath
Pneumonia,cough with rust colored sputum fever and breathing difficulty
Pneumonia,high fever chest pain and cough with thick mucus
Pneumonia,feeling very sick with fever cough and struggling to breathe
Pneumonia,sharp pain when breathing deeply with fever and cough
Pneumonia,severe cough with pus like phlegm and high temperature
Pneumonia,rapid breathing fever cough and chest discomfort
Pneumonia,i have high fever cough and pain when i take a deep breath
Sinusitis,facial pain pressure around nose thick nasal discharge and headache
Sinusitis,blocked nose yellowish discharge and pain around eyes and forehead
Sinusitis,sinus pressure headache and thick green nasal mucus
Sinusitis,facial pain especially when bending forward with nasal congestion
Sinusitis,pain and pressure around nose and forehead with blocked nose
Sinusitis,postnasal drip thick nasal discharge and facial tenderness
Sinusitis,headache around eyes and cheeks with stuffy nose and mucus
Sinusitis,i have pain around my sinuses with thick yellow discharge
Sinusitis,congestion facial pressure and reduced sense of smell
Sinusitis,sinus headache with pressure and thick colored nasal drainage
Anxiety Disorder,persistent worry restlessness racing heart and sleep problems
Anxiety Disorder,feeling nervous irritable and having trouble concentrating
Anxiety Disorder,constant worrying muscle tension and difficulty sleeping
Anxiety Disorder,racing thoughts panic attacks and feeling overwhelmed
Anxiety Disorder,excessive anxiety with rapid heartbeat and sweating
Anxiety Disorder,i feel anxious all the time with heart palpitations and tension
Anxiety Disorder,restlessness trembling and feeling on edge constantly
Anxiety Disorder,worry that interferes with daily life and causes insomnia
Anxiety Disorder,panic episodes with shortness of breath and chest tightness
Anxiety Disorder,chronic anxiety with nausea dizziness and difficulty focusing
Depression,persistent sadness loss of interest fatigue and sleep changes
Depression,feeling hopeless worthless and having no energy
Depression,low mood difficulty concentrating and changes in appetite
Depression,feeling empty tearful and unable to enjoy things
Depression,loss of motivation persistent tiredness and withdrawal from activities
Depression,i feel sad all the time and have no interest in anything
Depression,difficulty sleeping feeling of guilt and loss of appetite
Depression,hopelessness fatigue and trouble completing daily tasks
Depression,emotional numbness social withdrawal and constant exhaustion
Depression,depressed mood weight changes and difficulty concentrating
Tonsillitis,sore throat difficulty swallowing swollen tonsils and fever
Tonsillitis,painful throat red swollen tonsils and bad breath
Tonsillitis,throat pain fever headache and white patches on tonsils
Tonsillitis,difficulty swallowing with tender lymph nodes and fever
Tonsillitis,sore throat with swollen glands and pain when swallowing
Tonsillitis,i have very painful throat and can see white spots on my tonsils
Tonsillitis,fever throat pain and enlarged tonsils with difficulty eating
Tonsillitis,throat feels raw with swelling and mild ear pain
Tonsillitis,red inflamed tonsils with fever and headache
Tonsillitis,painful swallowing bad breath and swollen tonsils
Strep Throat,sudden severe sore throat fever and swollen lymph nodes
Strep Throat,painful throat without cough red spots on roof of mouth and fever
Strep Throat,very painful sore throat with white patches and high fever
Strep Throat,sudden onset throat pain swollen neck glands and headache
Strep Throat,sore throat with fever body aches and no cough
Strep Throat,i have a very sore throat with swollen glands and cannot eat
Strep Throat,throat pain red tonsils with white streaks and fever
Strep Throat,severe sore throat with nausea and tender lymph nodes
Strep Throat,painful swallowing fever and red swollen throat
Strep Throat,sudden sore throat with petechiae on palate and fever
Ear Infection,ear pain hearing difficulty and fluid drainage from ear
Ear Infection,throbbing ear pain fever and trouble hearing
Ear Infection,pain inside ear with pressure and muffled hearing
Ear Infection,i have sharp pain in my ear and feel like it is blocked
Ear Infection,ear ache with fever and pulling at the ear
Ear Infection,fluid leaking from ear with pain and reduced hearing
Ear Infection,severe ear pain that worsens at night with fever
Ear Infection,ear feels full with sharp pain and temporary hearing loss
Ear Infection,ear pain with dizziness and headache
Ear Infection,infection in ear causing pain swelling and discharge
Conjunctivitis,red watery eyes itching and discharge from eyes
Conjunctivitis,pink eye with crusting eyelids and tearing
Conjunctivitis,eye redness burning sensation and yellowish discharge
Conjunctivitis,itchy red eyes with swollen eyelids and watery discharge
Conjunctivitis,both eyes are red and stuck together in the morning with discharge
Conjunctivitis,eye irritation redness and sensitivity to light
Conjunctivitis,i have red itchy eyes with pus like discharge
Conjunctivitis,gritty sensation in eyes with redness and tearing
Conjunctivitis,inflamed eyes with crusting and blurred vision
Conjunctivitis,burning red eyes with sticky discharge and swelling
Chickenpox,itchy rash with blisters fever and fatigue
Chickenpox,red spots turning into fluid filled blisters all over body
Chickenpox,fever followed by itchy rash and small blisters on skin
Chickenpox,i have an itchy rash with tiny blisters and mild fever
Chickenpox,rash starting on trunk spreading to face and limbs with fever
Chickenpox,itchy spots turning into blisters and then crusting over
Chickenpox,fever headache and rash with fluid filled vesicles
Chickenpox,red bumpy rash that becomes blisters with severe itching
Chickenpox,widespread itchy blister rash with tiredness and fever
Chickenpox,marks and blisters appearing on skin with fever and malaise
Dengue Fever,high fever severe headache pain behind eyes and joint pain
Dengue Fever,fever with rash muscle pain and bleeding gums
Dengue Fever,sudden high fever severe body pain and skin rash
Dengue Fever,fever headache retro orbital pain and platelet drop
Dengue Fever,i have very high fever with severe body and joint pain
Dengue Fever,high temperature with rash nausea and extreme fatigue
Dengue Fever,fever with bleeding nose muscle aches and bone pain
Dengue Fever,severe headache high fever rash and abdominal pain
Dengue Fever,breakbone fever with joint pain and skin eruptions
Dengue Fever,sudden onset fever with petechial rash and body pain
Malaria,recurring fever chills sweating headache and nausea
Malaria,cyclic fever with shaking chills and profuse sweating
Malaria,fever chills headache and vomiting after mosquito bites
Malaria,i have periodic high fever with shivering and sweating
Malaria,fever that comes and goes with chills and body weakness
Malaria,high fever with rigors sweating and anemia
Malaria,intermittent fever headache muscle pain and vomiting
Malaria,chills followed by high fever and then sweating episodes
Malaria,fever nausea vomiting and fatigue after travel to endemic area
Malaria,cyclic pattern of fever with headache and body aches
Typhoid,prolonged fever abdominal pain constipation and weakness
Typhoid,sustained fever with headache and stomach pain for over a week
Typhoid,high fever that increases daily with loss of appetite
Typhoid,fever with rash on abdomen enlarged spleen and diarrhea
Typhoid,persistent fever headache and abdominal discomfort
Typhoid,i have had fever for over a week with stomach pain and weakness
Typhoid,step ladder pattern fever with constipation and malaise
Typhoid,sustained high temperature with coated tongue and abdominal tenderness
Typhoid,fever weakness and diarrhea alternating with constipation
Typhoid,prolonged fever with loss of appetite headache and body pain
Tuberculosis,persistent cough lasting weeks with blood in sputum and weight loss
Tuberculosis,night sweats fever weight loss and chronic cough
Tuberculosis,cough with blood stained sputum fatigue and fever
Tuberculosis,i have been coughing for weeks with night sweats and weight loss
Tuberculosis,chronic cough fever and loss of appetite with chest pain
Tuberculosis,persistent productive cough night sweats and extreme tiredness
Tuberculosis,coughing up blood with prolonged fever and wasting
Tuberculosis,gradual weight loss night sweats and persistent cough
Tuberculosis,low grade fever cough with hemoptysis and weight loss
Tuberculosis,chronic respiratory symptoms with fever sweating and cachexia
Anemia,fatigue pale skin dizziness and shortness of breath
Anemia,extreme tiredness weakness and pale complexion
Anemia,feeling dizzy lightheaded and fatigued with pale nails
Anemia,i feel very tired all the time and look pale
Anemia,shortness of breath on exertion fatigue and rapid heartbeat
Anemia,weakness cold hands and feet and brittle nails
Anemia,persistent tiredness headache and difficulty concentrating
Anemia,pale skin fatigue and feeling out of breath easily
Anemia,low energy dizziness and pounding heart during activity
Anemia,exhaustion pallor and poor exercise tolerance
Gastritis,upper abdominal pain nausea bloating and burning stomach
Gastritis,stomach pain after eating with nausea and indigestion
Gastritis,burning sensation in upper stomach with bloating and belching
Gastritis,i have a burning pain in my stomach especially after meals
Gastritis,epigastric pain nausea and feeling of fullness
Gastritis,stomach inflammation causing pain nausea and loss of appetite
Gastritis,upper belly discomfort with acid reflux and bloating
Gastritis,gnawing stomach pain with hiccups and nausea
Gastritis,abdominal burning and discomfort with occasional vomiting
Gastritis,stomach pain that worsens on empty stomach with nausea
Irritable Bowel Syndrome,abdominal cramping bloating diarrhea and constipation
Irritable Bowel Syndrome,alternating diarrhea and constipation with stomach cramps
Irritable Bowel Syndrome,bloating gas and irregular bowel movements
Irritable Bowel Syndrome,crampy abdominal pain relieved by bowel movement
Irritable Bowel Syndrome,i have stomach cramps bloating and my bowels are very irregular
Irritable Bowel Syndrome,frequent loose stools with abdominal pain and gas
Irritable Bowel Syndrome,constipation and bloating with occasional diarrhea
Irritable Bowel Syndrome,abdominal discomfort that comes and goes with mucus in stool
Irritable Bowel Syndrome,cramping pain after eating with bloating and changed stools
Irritable Bowel Syndrome,upset stomach with alternating bowel habits and flatulence
Scabies,intense itching especially at night with burrow tracks on skin
Scabies,itchy rash between fingers and on wrists with tiny bumps
Scabies,severe nighttime itching with thin irregular lines on skin
Scabies,i have intense itching at night with a rash on my hands and wrists
Scabies,itchy bumps in skin folds and between fingers
Scabies,pimple like rash with severe itching worse at night
Scabies,contagious skin condition with itchy bumps and burrow marks
Scabies,rash with crusting and intense itching on hands and body
Scabies,small blisters and tracks on skin with nocturnal itching
Scabies,persistent itching with tiny bumps in warm areas of body
Eczema,dry itchy inflamed skin with red patches
Eczema,skin rash with intense itching and cracking
Eczema,red scaly patches on skin with severe itching
Eczema,i have dry irritated skin that is very itchy and flaky
Eczema,itchy rash on arms and behind knees with thickened skin
Eczema,chronic skin inflammation with oozing and crusting
Eczema,dry skin patches that worsen in cold weather with itching
Eczema,rough bumpy skin with redness and irritation
Eczema,skin condition causing itchiness redness and swelling
Eczema,atopic dermatitis with dry cracked and inflamed skin
Psoriasis,thick red patches with silvery scales on skin
Psoriasis,scaly skin patches on elbows and knees with itching
Psoriasis,raised red lesions covered with white silvery scales
Psoriasis,i have thick scaly patches on my elbows that itch
Psoriasis,skin plaques with silvery flaking on scalp and limbs
Psoriasis,dry cracked skin that may bleed with thick patches
Psoriasis,red inflamed skin with thick silvery scales
Psoriasis,chronic skin condition with plaques on knees elbows and scalp
Psoriasis,itchy painful skin patches with flaking and redness
Psoriasis,autoimmune skin condition causing thick scaly lesions
Kidney Stones,severe flank pain radiating to groin with nausea
Kidney Stones,sharp pain in lower back and side with blood in urine
Kidney Stones,excruciating pain that comes in waves with urinary urgency
Kidney Stones,i have terrible pain in my side that comes and goes with bloody urine
Kidney Stones,renal colic with nausea vomiting and painful urination
Kidney Stones,sudden severe pain in back radiating to abdomen and groin
Kidney Stones,sharp cramping pain in flank with pink or red urine
Kidney Stones,intense pain in lower back with difficulty urinating
Kidney Stones,severe side pain with nausea and cloudy smelly urine
Kidney Stones,colicky pain with hematuria and frequent urination
Appendicitis,sharp pain in lower right abdomen with nausea and fever
Appendicitis,pain starting around navel moving to right lower side
Appendicitis,sudden abdominal pain that gets worse with movement
Appendicitis,i have severe pain in my lower right belly with nausea
Appendicitis,right sided abdominal pain with loss of appetite and fever
Appendicitis,sharp pain in right lower quadrant with vomiting
Appendicitis,abdominal tenderness fever and pain worse when walking
Appendicitis,pain around belly button that shifted to lower right with nausea
Appendicitis,intense right sided abdominal pain with constipation or diarrhea
Appendicitis,sudden onset lower right abdominal pain with rebound tenderness
Vertigo,spinning sensation dizziness nausea and balance problems
Vertigo,room feels like it is spinning with nausea and vomiting
Vertigo,sudden onset dizziness with difficulty standing and nausea
Vertigo,i feel like everything is spinning around me and i feel sick
Vertigo,episodes of spinning sensation triggered by head movement
Vertigo,intense dizziness with ringing in ears and nausea
Vertigo,balance problems with sensation of movement when still
Vertigo,feeling of spinning with sweating and unsteadiness
Vertigo,recurrent episodes of rotational dizziness with hearing changes
Vertigo,sudden severe dizziness with vomiting and difficulty walking
Gout,sudden severe joint pain especially in big toe with swelling
Gout,red hot swollen joint with intense pain usually at night
Gout,painful inflamed big toe joint with tenderness
Gout,i woke up with my big toe extremely swollen red and painful
Gout,acute joint pain with warmth and swelling in affected area
Gout,sudden onset severe pain in foot joint with redness
Gout,intense throbbing pain in big toe with shiny red skin
Gout,painful swollen joint that is too tender to touch
Gout,recurrent attacks of joint inflammation and severe pain
Gout,crystal arthritis with sudden painful swelling in toe or ankle
Heart Attack,"i have a crushing chest pain that radiates to my left arm, and i am sweating a lot."
Heart Attack,"severe chest pressure, difficulty breathing, and my jaw hurts."
Heart Attack,"i feel like an elephant is sitting on my chest, very dizzy and nauseous."
Heart Attack,extreme tightness in my chest and shortness of breath.
Stroke,half of my face is drooping and my right arm feels totally numb and weak.
Stroke,"i suddenly can't speak properly, my words are slurred and i can't lift my arm."
Stroke,"sudden severe headache, blurred vision, and unable to balance."
Stroke,"my face looks lopsided, i feel very confused and dizzy."
Influenza,i've got this terrible fever along with chills and body aches all over my back.
Influenza,"it feels like i was hit by a truck. high temperature, weak muscles, dry cough."
Influenza,"sweating rapidly, freezing chills, and an annoying dry cough."
Influenza,"started suddenly: fever, chills, aching joints, and profound fatigue."
Common Cold,"just a normal sniffle, slightly blocked nose, and a tickle in my throat."
Common Cold,"i keep blowing my nose and sneezing. no fever, just feeling a bit congested."
Common Cold,"slight sore throat, very mild cough, running nose but i can still work."
Common Cold,a stuffy head cold with lots of sneezing and watery eyes.
Covid-19,"i completely lost my sense of taste and smell yesterday, accompanied by a dry cough."
Covid-19,"testing positive soon maybe: lack of taste, fever, and breathing is slightly hard."
Covid-19,"fever, loss of smell, and a very persistent dry cough for the last week."
Covid-19,anosmia and ageusia along with fatigue and a slight fever.
Migraine,"pounding painful headache on the left temple, bright lights make it much worse."
Migraine,i see auras and flashes of light followed by a severe throbbing head pain.
Migraine,"extreme sensitivity to sound and light, pulsing headache that causes nausea."
Migraine,"my head is throbbing so badly that i feel like throwing up, need a dark room."
Gastroenteritis,i've been vomiting all morning and having watery diarrhea.
Gastroenteritis,"stomach cramps, diarrhea, and feeling very nauseous after eating out."
Gastroenteritis,"food poisoning symptoms: vomiting, stomach cramps, and loose stools."
Gastroenteritis,frequent trips to the bathroom with watery diarrhea and abdominal pain.
Urinary Tract Infection,"it burns a lot when i urinate, and i feel the urge to go constantly."
Urinary Tract Infection,"cloudy and strong-smelling urine, painful burning urination."
Urinary Tract Infection,"lower abdominal pain, frequent urination but only small amounts come out, burns."
Urinary Tract Infection,burning sensation during peeing and feeling like my bladder is never empty.
Allergic Rhinitis,"every spring i get constant sneezing, itchy eyes, and a very runny nose."
Allergic Rhinitis,dust triggers my allergies: non-stop sneezing and clear nasal drip.
Allergic Rhinitis,"my eyes are incredibly itchy, watery, and i have a constant sneezes."
Allergic Rhinitis,seasonal allergies acting up: stuffy nose and itchy throat/eyes.
Bronchitis,"a deep, chesty cough that brings up thick yellowish-green mucus."
Bronchitis,my chest feels tight and i have a barking persistent cough with phlegm.
Bronchitis,"coughing up a lot of sputum, slight fever, and wheezing when i breathe."
Bronchitis,lingering cough after a cold that produces thick mucus from my chest.
Diabetes,i am incredibly thirsty all the time and have to pee very frequently especially at night.
Diabetes,"unexplained weight loss, blurry vision, and i am drinking gallons of water."
Diabetes,"feeling constantly hungry and thirsty, frequent urination, cuts healing very slowly."
Diabetes,"tingling in my feet, excessive thirst, and feeling very fatigued without reason."
Hypertension,my doctor says my blood pressure is very high. i sometimes get dizzy and have headaches.
Hypertension,"ringing in my ears, flushed face, and frequent morning headaches."
Hypertension,"i feel a pounding sensation in my chest and neck, and get unexpected nosebleeds."
Hypertension,no major symptoms but my home bp monitor keeps showing 160 over 100.
Asthma,"i have sudden fits of wheezing, my chest feels tight, and i can't catch my breath."
Asthma,exercise-induced breathlessness and whistling sound when i exhale.
Asthma,"chest tightness, wheezing, and coughing fits mostly at night."
Asthma,using my inhaler a lot because of chest tightness and difficulty breathing deeply.
Pneumonia,"high fever, chills, and i'm coughing up rust-colored phlegm. breathing hurts my chest."
Pneumonia,"sharp chest pain when i inhale, productive cough, and feeling extremely weak and feverish."
Pneumonia,"difficulty breathing, rapid heartbeat, and a wet cough with high fever."
Pneumonia,"my lips look a bit bluish, high fever, and very painful breathing/coughing."
Sinusitis,"pressure and pain right behind my eyes and forehead, thick green nasal discharge."
Sinusitis,"facial pain around my nose and cheeks, congested, and a bad taste in my mouth."
Sinusitis,"throbbing pain in my forehead when i bend over, stuffy nose, and reduced sense of smell."
Sinusitis,"severe sinus pressure, headache, and congestion that has lasted over two weeks."
Anxiety Disorder,"i feel constantly on edge, my heart races for no reason, and i can't stop worrying."
Anxiety Disorder,"panic attacks out of nowhere, sweating, trembling, and feeling impending doom."
Anxiety Disorder,"restless, difficulty concentrating, and muscle tension from constant worry."
Anxiety Disorder,"my mind races at night, i feel tight in my chest from stress and panic."
Depression,"i feel an overwhelming sadness, zero energy, and i've lost interest in my hobbies."
Depression,"can't get out of bed, feeling hopeless and worthless for weeks now."
Depression,"sleeping all the time but still exhausted, crying spells, and deep sadness."
Depression,"no motivation to eat or socialize, just feeling empty and profoundly sad."
Tonsillitis,my tonsils are huge and covered in white spots. swallowing is excruciating.
Tonsillitis,"very sore throat, swollen glands in my neck, and bad breath with fever."
Tonsillitis,"painful swallowing, red swollen tonsils, and chills/fever."
Tonsillitis,"difficulty swallowing, swollen lymph nodes, and white patches on the back of my throat."
Strep Throat,"sudden severe sore throat, pain when swallowing, and tiny red spots on the roof of my mouth."
Strep Throat,"throat feels like swallowing glass, fever, and swollen neck glands. no cough though."
Strep Throat,"intense sore throat, fever, and a rash on my chest."
Strep Throat,"swollen lymph nodes, very red tonsils, high fever, and sudden sore throat."
Ear Infection,"sharp piercing pain in my right ear, especially when lying down. muffled hearing."
Ear Infection,"my ear is draining fluid, throbbing pain, and i feel slightly dizzy."
Ear Infection,"earache, feeling of fullness in the ear, and some hearing loss."
Ear Infection,"intense pain inside the ear canal, fever, and difficulty hearing clearly."
Conjunctivitis,"my left eye is extremely pink, itchy, and has a crusty discharge in the morning."
Conjunctivitis,"redness in both eyes, feels gritty like there's sand in them, highly contagious pink eye."
Conjunctivitis,"watery, itchy, and red eyes with swollen eyelids."
Conjunctivitis,"thick yellow discharge from my eye, the white part is very red and inflamed."
Chickenpox,itchy fluid-filled blisters are popping up all over my torso and face.
Chickenpox,"red itchy rash turning into scabs, accompanied by a mild fever."
Chickenpox,"lots of small itchy pimples that became blisters, fever, and tiredness."
Chickenpox,classic childhood rash: red spots becoming itchy blisters all over the body.
Dengue Fever,"high fever, severe joint and muscle pain (breakbone fever), and a rash."
Dengue Fever,"pain behind the eyes, high fever, and extreme fatigue after a mosquito bite."
Dengue Fever,"bleeding gums, extremely high temperature, and severe headaches and body aches."
Dengue Fever,"rash spreading rapidly, excruciating joint pain, vomiting, and high fever."
Malaria,cyclical periods of intense shaking chills followed by a very high fever and sweating.
Malaria,fevers spiking every two days with massive sweating and extreme shivering.
Malaria,"travelled recently, now having severe chills, high fever, and body aches."
Malaria,"profuse sweating, headache, nausea, and recurring fevers/chills."
Typhoid,"a sustained high fever, weakness, stomach pain, and a rose-colored rash."
Typhoid,"persistent fever that gets higher every day, diarrhea, and extreme fatigue."
Typhoid,"high fever, headache, abdominal pain, and poor appetite over a week."
Typhoid,"feeling very weak, prolonged fever, constipation followed by diarrhea."
Tuberculosis,"a persistent cough lasting more than 3 weeks, coughing up blood, and night sweats."
Tuberculosis,"losing weight without trying, severe night sweats, and a chesty cough with blood."
Tuberculosis,"chronic cough, chest pain, fever, and drenching night sweats."
Tuberculosis,"coughing up pinkish sputum, extreme fatigue, and night sweats."
Anemia,"i am always tired, look very pale, and get dizzy when i stand up."
Anemia,"craving ice to chew, extreme fatigue, pale skin, and cold hands/feet."
Anemia,"shortness of breath with minimal exertion, weakness, and lightheadedness."
Anemia,"lack of energy, brittle nails, pale eyelids, and constant exhaustion."
Gastritis,a burning ache in my upper abdomen that gets worse after i eat.
Gastritis,"nausea, feeling overly full in the upper stomach after eating just a little."
Gastritis,"stomach upset, burning indigestion, and occasional vomiting."
Gastritis,"gnawing pain in the stomach, bloating, and loss of appetite."
Irritable Bowel Syndrome,"constant cramping, gas, and alternating between diarrhea and constipation."
Irritable Bowel Syndrome,bloating and abdominal pain that is relieved after having a bowel movement.
Irritable Bowel Syndrome,"frequent changes in bowel habits, excessive gas, and stomach cramps."
Irritable Bowel Syndrome,ibs acting up: cramping and urgent need to go to the bathroom.
Scabies,"intense itching all over my body, especially at night. little red burrows between my fingers."
Scabies,"very itchy rash on my wrists and between fingers, worse at night."
Scabies,"relentless itching, small pimple-like bumps that look like tiny tracks on my skin."
Scabies,pimple-like rash around waist and hands that itches like crazy when i go to bed.
Eczema,"dry, red, extremely itchy patches of skin on the inside of my elbows and behind my knees."
Eczema,"skin is thick, scaly, and very itchy, flares up with stress or certain soaps."
Eczema,"intensely itchy rash that gets crusty if i scratch it, mainly on my arms/face."
Eczema,chronic dry flaky skin that is inflamed and red.
Psoriasis,thick red plaques of skin covered with silvery scales on my elbows and scalp.
Psoriasis,"dry, cracked skin that may bleed, itchy scaly patches on my knees."
Psoriasis,"silvery scales on my skin, pitted nails, and stiff joints."
Psoriasis,"raised, red, scaly patches that sting and itch heavily on my back/scalp."
Kidney Stones,"the most severe, sharp pain in my side/back radiating down to my groin. urine is pink."
Kidney Stones,"excruciating flank pain coming in waves, nausea, and blood in urine."
Kidney Stones,"incredible pain in lower back and sides, frequent urge to urinate but it hurts."
Kidney Stones,"agonizing pain in the right kidney area, throwing up from the pain."
Appendicitis,sharp sudden pain that started around my belly button and moved to the lower right abdomen.
Appendicitis,"pain in the lower right side of my stomach, getting worse if i cough. rebound tenderness."
Appendicitis,"nausea, fever, and acute pain in the right lower quadrant of my belly."
Appendicitis,"severe abdominal pain on the right side, vomiting, and lack of appetite."
Vertigo,"the room is spinning violently when i turn my head, keeping my balance is impossible."
Vertigo,"i feel incredibly dizzy and nauseous, like i am on a fast merry-go-round."
Vertigo,"sudden spinning sensation, ringing in ears, and vomiting from dizziness."
Vertigo,loss of balance and extreme spinning feeling when i sit up in bed.
Gout,"my big toe is incredibly swollen, red, hot, and the pain is excruciating if anything touches it."
Gout,"sudden severe attack of pain, redness, and tenderness in the joint of the big toe."
Gout,my foot joint is inflamed and so painful i can't bear weight or put on a sock.
Gout,"intense joint pain at night in my toe, looks very red and feels warm."
Lyme Disease,"i have a bullseye rash on my leg, fever, and my joints are very stiff."
